Date,TimeLoaded,TrialType,TrialDay,TrialRound,ArenaID,TankID,PITID,FishID,Treatment,TL,SL,Sex,Weight,ImageJ_width_pixel,ImageJ_height_pixel,ppmm_x_calc,ppmm_y_calc,width_pixel,height_pixel,width_mm,height_mm,arenaarea_m2,visibilityrate,avespeed_tot,avespeed_mob,aveacceler,propmoving,dist,frozenevents,timefrozen_tot.raw,timefrozen_tot,timefrozen_ave.raw,timefrozen_ave,offset,centre_0_25,centre_25_50,centre_50_75,centre_75_100,centre_100_
20-11-2020,11:18,ACT,6,1,E,E_2,1419,K36,pit,12.8,10.8,F,29,167.075,264.189,0.518062016,0.536424365,168,263,324,490,0.15876,1,6.38,28.21,25.54,0.17,8298,32,00:18:00,1080,00:00:34,34,n,4690,28141,1540,427,1202
20-11-2020,11:18,ACT,6,1,F,E_2,NA,K33,cont,15.1,13.1,M,59,178.003,265.068,0.551947287,0.538209137,177,267,321,496,0.15922,1,2.44,6.1,14.07,0.07,3406,1,00:20:00,1200,00:20:00,1200,n,0,36000,0,0,0
20-11-2020,11:18,ACT,6,1,G,E_2,1421,K32,pit,14.5,12.4,M,52,174.046,263.008,0.539677519,0.534026396,174,266,322,498,0.16036,1,2.65,5.92,14.08,0.07,3626,1,00:20:00,1200,00:20:00,1200,n,0,36000,0,0,0
20-11-2020,11:18,ACT,6,1,H,E_2,1442,K35,clip,14.5,12.5,F,54,157.385,257.018,0.488015504,0.521863959,158,255,324,489,0.15844,1,8.07,45.31,24.96,0.14,10225,27,00:18:06,1086,00:00:40,40,n,23033,11868,675,98,326
20-11-2020,12:20,ACT,6,2,A,E_3,1322,K37,pit,14,11.8,M,43,164.003,258.157,0.508536434,0.52417665,161,259,317,494,0.1566,1,2.29,7.26,15.93,0.09,3292,3,00:20:00,1200,00:06:40,400,n,0,0,33243,2757,0
20-11-2020,12:20,ACT,6,2,B,E_3,1270,K38,clip,19.6,16.5,F,84,173.012,260.002,0.536471318,0.527922843,174,259,324,491,0.15908,1,5.05,26.76,18.54,0.12,6669,21,00:18:35,1115,00:00:53,53,n,3914,26254,4864,901,67
20-11-2020,12:20,ACT,6,2,C,E_3,1272,K42,clip,14,12.4,F,49,175.026,257.018,0.542716279,0.521863959,171,261,315,500,0.1575,1,2.46,7.21,16.39,0.1,3554,2,00:19:58,1198,00:09:59,599,n,55,35945,0,0,0
20-11-2020,12:20,ACT,6,2,D,E_3,NA,K40,cont,13.8,11.8,M,39,159,252.335,0.493023256,0.51235533,157,254,318,496,0.15773,1,2.36,7.05,16.51,0.11,3493,2,00:20:00,1200,00:10:00,600,n,0,36000,0,0,0
20-11-2020,12:20,ACT,6,2,E,E_3,NA,K39,cont,14.6,12.3,F,46,167.108,267.007,0.518164341,0.542146193,169,266,326,491,0.16007,1,9.01,43.77,29.09,0.17,11413,34,00:17:20,1040,00:00:31,31,y,5503,22414,678,7011,394
20-11-2020,12:20,ACT,6,2,F,E_4,1292,K47,clip,13.7,11.7,F,43,179.003,267.007,0.555048062,0.542146193,175,266,315,491,0.15467,1,1.83,5.92,11.28,0.03,2587,1,00:20:00,1200,00:20:00,1200,n,0,36000,0,0,0
20-11-2020,12:20,ACT,6,2,G,E_4,1298,K44,clip,14.8,12.8,M,54,174.026,264,0.539615504,0.536040609,170,261,315,487,0.15341,1,1.89,9.13,14.14,0.06,2726,5,00:19:57,1197,00:03:59,239,n,15968,20032,0,0,0
20-11-2020,12:20,ACT,6,2,H,E_4,1285,K43,pit,15,13,M,47,158.114,260.017,0.490275969,0.527953299,159,256,324,485,0.15714,1,8.66,31.89,31.46,0.23,11245,53,00:16:51,1011,00:00:19,19,n,551,24840,5470,3858,1281
20-11-2020,13:18,ACT,6,3,A,E_4,1408,K46,pit,12.4,10.4,M,23,165.012,258.234,0.511665116,0.524332995,161,257,315,490,0.15435,1,1.87,11.39,14.52,0.05,2698,10,00:19:57,1197,00:02:00,120,n,36000,0,0,0,0
20-11-2020,13:18,ACT,6,3,B,D_1,1476,K02,clip,15.4,13.4,M,52,176.003,259.031,0.545745736,0.525951269,158,257,326,494,0.16104,1,6.57,34.32,24.05,0.15,8460,32,00:18:17,1097,00:00:34,34,y,57,3482,15895,9095,7471
20-11-2020,13:18,ACT,6,3,C,D_1,1370,K05,clip,13.5,11.5,M,41,175,260.048,0.542635659,0.528016244,170,260,313,492,0.154,1,2.98,14.92,15.82,0.09,4079,11,00:19:38,1178,00:01:47,107,n,0,19006,14264,2670,60
20-11-2020,13:18,ACT,6,3,D,D_1,1262,K04,pit,13.5,11.3,F,34,159.079,252.127,0.493268217,0.511932995,157,256,318,500,0.159,1,11.74,34.44,41.9,0.31,15140,70,00:14:24,864,00:00:12,12,n,7049,24122,3614,551,664
20-11-2020,13:18,ACT,6,3,E,D_1,NA,K01,cont,13.9,11.7,M,39,167.108,263.122,0.518164341,0.534257868,170,265,328,496,0.16269,1,7.6,61.02,20.91,0.1,9538,24,00:18:21,1101,00:00:46,46,y,14148,21601,208,30,13
20-11-2020,13:18,ACT,6,3,F,D_1,NA,K06,cont,13,11.2,F,32,180.003,266.017,0.558148837,0.540136041,177,262,317,485,0.15375,1,1.92,11.44,11.42,0.03,2713,5,00:19:56,1196,00:03:59,239,n,1473,34527,0,0,0
20-11-2020,13:18,ACT,6,3,G,D_2,NA,K11,cont,15.4,13.4,M,56,173.072,262.031,0.536657364,0.53204264,172,262,321,492,0.15793,1,3.12,26.75,15.21,0.07,4229,19,00:19:24,1164,00:01:01,61,n,0,24909,5727,4984,380
20-11-2020,13:18,ACT,6,3,H,D_2,1439,K08,pit,12.9,11,M,34,156.259,256.002,0.484524031,0.519801015,158,257,326,494,0.16104,1,6.57,34.32,24.05,0.15,8460,32,00:18:17,1097,00:00:34,34,y,57,3482,15895,9095,7471
20-11-2020,14:19,ACT,6,4,A,D_2,1376,K10,clip,13.8,11.9,M,42,162.077,259.124,0.502564341,0.526140102,161,257,320,488,0.15616,1,1.98,6.21,13.71,0.06,2938,1,00:20:00,1200,00:20:00,1200,n,0,0,0,0,36000
20-11-2020,14:19,ACT,6,4,B,D_3,NA,K17,cont,16.5,14.4,M,68,174.026,260.008,0.539615504,0.527935025,175,258,324,489,0.15844,1,2.46,6.75,14.17,0.07,3436,2,00:20:00,1200,00:10:00,600,n,0,0,36000,0,0
20-11-2020,14:19,ACT,6,4,C,D_3,1375,K15,pit,13.5,11.6,M,30,174,257.095,0.539534884,0.522020305,173,261,321,500,0.1605,1,7.08,35.46,26.31,0.15,9001,26,00:18:49,1129,00:00:43,43,n,30,2447,17114,9667,6742
20-11-2020,14:19,ACT,6,4,D,D_3,1264,K13,clip,13.5,11.5,F,42,158.079,251.287,0.490167442,0.510227411,160,252,326,494,0.16104,1,11.94,46.75,41.05,0.23,14984,74,00:16:50,1010,00:00:14,14,y,535,6486,9795,9003,10181
20-11-2020,14:19,ACT,6,4,E,D_3,1265,K14,clip,17,14.9,M,78,165.027,265.03,0.511711628,0.53813198,167,265,326,492,0.16039,1,1.9,11.32,11.5,0.04,2745,5,00:19:51,1191,00:03:58,238,y,8832,27163,5,0,0
20-11-2020,14:19,ACT,6,4,F,D_3,NA,K16,cont,12.8,11,M,29,176.045,267.187,0.545875969,0.542511675,178,265,326,488,0.15909,1,1.86,7.25,13.56,0.07,2667,2,00:19:57,1197,00:09:59,599,y,13030,22970,0,0,0
20-11-2020,14:19,ACT,6,4,G,D_4,NA,K23,cont,13.4,11.8,M,30,174.072,264,0.53975814,0.536040609,174,266,322,496,0.15971,1,13.64,51.34,47.87,0.24,17182,67,00:16:20,980,00:00:15,15,n,996,20546,11074,2107,1277
20-11-2020,14:19,ACT,6,4,H,D_4,NA,K20,cont,11.4,9.8,M,27,158.534,254,0.491578295,0.515736041,158,255,321,494,0.15857,1,16.4,45.29,57.07,0.34,20562,88,00:14:27,867,00:00:10,10,n,5314,14629,6262,5755,4040
20-11-2020,15:04,ACT,6,5,A,D_4,1332,K22,clip,13.5,11.5,M,37,165.012,258.194,0.511665116,0.524251777,165,257,322,490,0.15778,1,7.55,38.34,26.45,0.16,9655,34,00:18:10,1090,00:00:32,32,n,542,4850,13220,2293,15095
20-11-2020,15:04,ACT,6,5,B,D_4,1434,K21,pit,10.6,8.8,F,17,175.011,260.017,0.542669767,0.527953299,173,261,319,494,0.15759,1,3.98,33.91,19.29,0.08,5154,13,00:19:31,1171,00:01:30,90,n,92,16494,18569,105,740
20-11-2020,15:04,ACT,6,5,C,D_4,1317,K24,clip,12.3,11,F,30,173,258.008,0.536434109,0.523874112,171,258,319,492,0.15695,1,16.42,65.01,49.81,0.23,20214,63,00:16:24,984,00:00:16,16,n,666,21450,7967,4473,1387
20-11-2020,15:04,ACT,6,5,D,NA,NOFISH,NOFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-11-2020,15:04,ACT,6,5,E,NA,NOFISH,NOFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-11-2020,15:04,ACT,6,5,F,NA,NOFISH,NOFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-11-2020,15:04,ACT,6,5,G,NA,NOFISH,NOFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-11-2020,15:04,ACT,6,5,H,NA,NOFISH,NOFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
